133;110;64
46;0;W
47;0;W
48;0;W
49;0;W
50;0;W
51;0;W
52;0;W
53;0;W
54;0;W
55;0;W
56;0;W
57;0;W
58;0;W
59;0;W
60;0;W
61;0;W
62;0;W
63;0;W
64;0;W
65;0;W
66;0;W
67;0;W
68;0;W
69;0;W
70;0;W
71;0;W
72;0;W
73;0;W
74;0;W
75;0;W
76;0;W
77;0;W
78;0;W
79;0;W
80;0;W
81;0;W
82;0;W
83;0;W
84;0;W
85;0;W
86;0;W
87;0;W
88;0;W
89;0;W
90;0;W
91;0;F
92;0;F
93;0;F
94;0;F
95;0;F
96;0;F
97;0;F
98;0;F
99;0;F
100;0;F
101;0;W
102;0;W
103;0;W
104;0;W
105;0;W
106;0;W
107;0;W
108;0;W
109;0;W
110;0;W
111;0;W
112;0;W
113;0;W
114;0;W
115;0;W
116;0;W
117;0;W
118;0;W
119;0;W
120;0;W
121;0;W
122;0;W
123;0;W
124;0;W
125;0;W
126;0;W
127;0;W
46;1;W
47;1;F
48;1;F
49;1;F
50;1;F
51;1;F
52;1;F
53;1;F
54;1;F
55;1;F
56;1;F
57;1;F
58;1;F
59;1;F
60;1;F
61;1;F
62;1;F
63;1;F
64;1;F
65;1;F
66;1;F
67;1;F
68;1;F
69;1;F
70;1;F
71;1;F
72;1;F
73;1;F
74;1;F
75;1;F
76;1;F
77;1;F
78;1;F
79;1;F
80;1;F
81;1;F
82;1;F
83;1;G
84;1;F
85;1;F
86;1;F
87;1;F
88;1;F
89;1;F
90;1;F
91;1;F
92;1;F
93;1;F
94;1;F
95;1;F
96;1;F
97;1;F
98;1;F
99;1;F
100;1;F
101;1;F
102;1;F
103;1;F
104;1;F
105;1;F
106;1;F
107;1;F
108;1;F
109;1;F
110;1;F
111;1;F
112;1;F
113;1;F
114;1;F
115;1;F
116;1;F
117;1;F
118;1;F
119;1;F
120;1;F
121;1;F
122;1;F
123;1;F
124;1;F
125;1;F
126;1;F
127;1;W
46;2;W
47;2;F
48;2;W
49;2;W
50;2;W
51;2;W
52;2;W
53;2;W
54;2;W
55;2;W
56;2;W
57;2;W
58;2;W
59;2;W
60;2;W
61;2;W
62;2;W
63;2;W
64;2;W
65;2;W
66;2;W
67;2;W
68;2;W
69;2;W
70;2;W
71;2;W
72;2;W
73;2;W
74;2;W
75;2;W
76;2;W
77;2;W
78;2;W
79;2;W
80;2;W
81;2;W
82;2;W
83;2;W
84;2;W
85;2;W
86;2;W
87;2;W
88;2;W
89;2;W
90;2;W
91;2;F
92;2;F
93;2;F
94;2;F
95;2;F
96;2;F
97;2;F
98;2;F
99;2;F
100;2;F
101;2;W
102;2;W
103;2;F
104;2;W
105;2;W
106;2;W
107;2;W
108;2;W
109;2;W
110;2;W
111;2;W
112;2;W
113;2;W
114;2;W
115;2;W
116;2;W
117;2;W
118;2;W
119;2;W
120;2;W
121;2;W
122;2;W
123;2;W
124;2;W
125;2;W
126;2;F
127;2;W
128;2;W
129;2;W
46;3;W
47;3;F
48;3;W
90;3;W
91;3;W
92;3;W
93;3;W
94;3;W
95;3;F
96;3;W
97;3;W
98;3;W
99;3;W
100;3;W
101;3;W
102;3;W
103;3;F
104;3;W
123;3;W
124;3;F
125;3;F
126;3;F
127;3;F
128;3;F
129;3;W
46;4;W
47;4;F
48;4;W
94;4;W
95;4;F
96;4;W
102;4;W
103;4;F
104;4;W
123;4;W
124;4;F
125;4;F
126;4;F
127;4;F
128;4;F
129;4;W
46;5;W
